Name	Set	ImageFile	Rarity	Release	Info	Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Span	Icons	Staff	Species	Persona	Command	Reports	Text
TARGET SHIELDS	main	targetshields	C	BOG	C	TACTIC									[BOG]						ATTACK 2DEFENSE 2 Hit = v>. Direct hit = v>>>. Otherwise, drains target's SHIELDS (v). SHIELDS enhancements offline. SHIELDS -2
TARGET THESE COORDINATES	main	targetthesecoordinates	R	BOG	R	TACTIC									[BOG]						ATTACK 3 DEFENSE 1 Hit = v> (or v>> if target is affected by Weak Spot). Direct hit = v>>>. Shields fluctuating: opponent's transporters, if operated by Transporter Skill personnel, may beam through SHIELDS. RANGE -1 WEAPONS -1SHIELDS -1HULL -20%
TARGET WEAPONS	main	targetweapons	C	BOG	C	TACTIC									[BOG]						ATTACK 2 DEFENSE 1 ATTACK bonus +1 if you have a Dominion ship firing. Hit = v>. Direct hit = v>>>. WEAPONS enhancements offline. WEAPONS -2HULL -25%
SABOTAGED NEGOTIATIONS	main_voy	sabotagednegotiations	U	Borg	6 U	DILEMMA	Planet								Borg						To get past, four personnel present (random selection) "attend a conference". If their total INTEGRITY<24, each one without Treachery x2 is killed.
ANKARI "SPIRITS"	main_voy	ankarispirits	R	Borg	1 R	DILEMMA	Space								Borg						Unless 3 Honor and INTEGRITY>35 present, place on ship. Now and start of each turn, kills two crew members (random selection). Cure with 3 ENGINEER and Exobiology.
INVASIVE PROCEDURES	main_voy	invasiveprocedures	U	Borg	3 U	DILEMMA	Space								[3][Borg]						Unless a [Def] Borg OR MEDICAL, CUNNING>35, and a phaser or disruptor present, place on ship; quarantined. Each crew member loses first-listed skill and is attributes all -2.
PHOTONIC ENERGY BEING	main_voy	photonicenergybeing	U	Borg	4 U	DILEMMA	Space								[2][Borg]						Three crew members (random selection) are held with dilemma atop mission; discard all when countdown expires. Cure with [Holo] personnel OR Anthropology and Diplomacy.
REPLICATOR ACCIDENT	main_voy	replicatoraccident	R	Borg	5 R	DILEMMA	Space					5			Borg						Ship is damaged and entire crew is killed unless ENGINEER, Physics, and CUNNING>30 present. Discard dilemma.
IMPRESSIVE TROPHIES	main_voy	impressivetrophies	U	Borg	2 U	DILEMMA	Space/Planet								Borg						Unless CUNNING>50, crew or Away Team member with the most * icons OR highest CUNNING + STRENGTH (opponent's choice) is captured. Discard dilemma.
THE CLOWN: BENEATH THE MASK	main_voy	theclownbeneaththemask	U	Borg	7 U	DILEMMA	Space/Planet								Borg						To get past, one personnel must have total attributes>23.
THE CLOWN: MY FESTIVAL	main_voy	theclownmyfestival	R	Borg	8 R	DILEMMA	Space/Planet								Borg						To get past, crew or Away Team must have no fewer personnel than lowest INTEGRITY present and no more personnel than highest INTEGRITY present.
THE WEAK WILL PERISH	otfban_voy	theweakwillperish	R	Borg	9 R	DILEMMA	Space/Planet								Borg						Kills each personnel who has any printed attribute<5 and each % Borg drone present. (Immune to Adapt: Negate Obstruction.) Species 8472 related.
TRANSWARP NETWORK GATEWAY *BORG	main_voy	transwarpnetworkgatewayborg	C	Borg	10 C	DOORWAY									[Borg-Only][Borg]						Seed one during facility phase on any spaceline end OR play on any spaceline end OR play on any spaceline location where you have a [Nav] Borg. Any player may play a Transwarp Conduit (or another copy of this doorway) to allow moving any or all of that player's ships from this Transwarp Network Gateway to another. OR Downloads Transwarp Conduit (discard doorway).
BORG DATA NODE	main_voy	borgdatanode	U	Borg	11 U	EQUIPMENT									[Borg]						If present with a [Com] Borg, once each turn, may download one Adapt card to hand OR glance for 10 seconds at crew of any one ship or top card of any player's draw deck.
BORG NANOPROBES	main_voy	borgnanoprobes	U	Borg	12 U	EQUIPMENT									[Borg]						Once per turn, where present, may abduct and assimilate one personnel just stunned by your [Def] drone OR nullify a Species 8472-related dilemma (except Gravimetric Distortion).
BORG VINCULUM	main_voy	borgvinculum	C	Borg	13 C	EQUIPMENT									[Borg-Only][Borg]						If your [Com] Borg present, all your Borg at this location present with a [Com] Borg share regular skills (each has every such skill at highest level). (Immune to Disruptor Overload.)
HIROGEN DISRUPTOR RIFLE	main_voy	hirogendisruptorrifle	U	Borg	14 U	EQUIPMENT									[Borg]						Hirogen use only. Each of your Hirogen present is STRENGTH +4 and CUNNING +2, but loses all Diplomacy unless aboard your ship. (Cumulative.)
HIROGEN TALON	main_voy	hirogentalon	C	Borg	15 C	EQUIPMENT									[Borg]						Hirogen use only. Reports for free. Each of your personnel present is STRENGTH +1. (Cumulative.) May report to a just-initiated personnel battle involving your [Hir] card(s).
MATURATION CHAMBER	main_voy	maturationchamber	U	Borg	16 U	EQUIPMENT									[Borg-Only][Borg]						Once each turn, you may download to Chamber one % drone in place of one card draw OR report to Chamber one % drone (for free).
ACTIVATE SUBCOMMANDS *BORG	main_voy	activatesubcommandsborg	C	Borg	17 C	EVENT									[Borg-Only][Borg]						Downloads one [Com] Borg drone, one [Nav] Borg drone, and one [Def] Borg drone. Discard event and draw no cards this turn.
ALAS, POOR DRONE	main_voy	alaspoordrone	U	Borg	18 U	EVENT									[Borg-Only][Borg]						Plays on table. Once each turn, you may discard a [Com] or [Def] drone from hand or in play to draw one card (or two if drone was present with your Borg Queen).
CRANIAL TRANSCEIVER IMPLANT	main_voy	cranialtransceiverimplant	C	Borg	19 C	EVENT									[Borg-Only][Borg]						Plays on your drone; it is CUNNING +2. If a [Com] Borg, once each turn, you may download any [Borg-Only] objective OR discard your current objective.
MEDITATION	main_voy	meditation	U	Borg	20 U	EVENT									[Borg]						Plays on table. At any time, you may discard one card from hand. For rest of that turn, each time you draw a card, you may do so from the bottom of your draw deck.
OMEGA PARTICLE	main_voy	omegaparticle	U	Borg	21 U	EVENT									[3][Borg]						Plays on your outpost; any player may download Omega Directive or Harness Particle 010. When countdown expires, destroys outpost and all ships here; mission is span +3.
QUANTUM SLIPSTREAM DRIVE	main_voy	quantumslipstreamdrive	C	Borg	22 C	EVENT									[Borg]						Plays on your ship that has full RANGE available (for free if U.S.S. Dauntless). Move ship to end of another spaceline OR elsewhere on same spaceline. RANGE is used; discard event.
# Unicomplex	main_voy	unicomplex	R+	Borg	24 R	FACILITY	BORG	OUTPOST			74				[Borg][DQ]						Seeds or plays at any [S] mission with no affiliation icons. Once each turn, Borg Queen OR one unique drone OR one unique ship may report for free here.
% Borg Outpost *BORG	main_voy	borgoutpostborg	C	Borg	23 C	FACILITY	BORG	[Borg] OUTPOST			48				[Borg][DQ]						Seed one at any [S] mission (or at an assimilated planet) where you have a Borg ENGINEER. \DL/ Transwarp  Network Gateway
% Hirogen Outpost	main_voy	hirogenoutpost	C	Borg	25 C	FACILITY	HIROGEN	OUTPOST			34				[Borg][DQ]						Seed one at a [Hir] mission or any [S] mission with no affiliation icons OR build at such a mission where you have a Hirogen ENGINEER. Has a Holodeck. \DL/ Hirogen  Hunt
CORTICAL NODE IMPLANT	main_voy	corticalnodeimplant	C	Borg	26 C	INCIDENT									[Borg]						Plays on your Borg. If a [Com] Borg, once each turn, may "transfer data" if present with a Borg Data Node: draw one card (may not be converted to a download). Also, each of your Borg with a Cortical Node Implant may, once every turn, suspend play to "regulate implants": subtract 2 from any attribute and add 2 to any other attribute until end of turn.
FEEDBACK SURGE	main_voy	RR11V-Feedback-Surge	U	Borg	27 U	INCIDENT									[Hidden][Ref][Borg]						Seeds or plays on table. If opponent completes Establish Gateway targeting a mission they did not seed, you score those points (instead of opponent). Also, if opponent discards any seed cards using Ajur, Boratus, Senior Staff Meeting, or their own dilemma, you may immediately re-seed them under any mission(s); opponent loses 10 points for each such card.
HIROGEN HUNT	main_voy	hirogenhunt	C	Borg	28 C	INCIDENT									[Borg]						Seeds or plays on table. In place of a card draw, you may download Rituals of the Hunt, Hirogen Hunt, or any [Hir] ship. Also, once each turn, you may report an Alpha-Hirogen (or any [Hir] card that names in its lore an Alpha- Hirogen you already have in play) for free. OR Plays on your [Hir] ship; its transporters may be used to beam through SHIELDS of any damaged ship here (even if landed).
RELICS OF THE CHASE	main_voy	relicsofthechase	U	Borg	29 U	INCIDENT									[Borg]						Seeds or plays on table. Once per battle, your Hirogen may capture an opposing personnel he just stunned. Also, once each turn, your Hirogen using a Hirogen Talon may place in point area one personnel he just killed in personnel battle (or, if he is an Alpha-Hirogen, one captive he is escorting); score points equal to that personnel's highest printed attribute.
RITUALS OF THE HUNT	main_voy	ritualsofthehunt	C	Borg	30 C	INCIDENT									[Borg]						Plays on your prey (any opponent's personnel); you may return incident to hand at any time. (Unique.) Know your prey. Your Hirogen who have Anthropology add prey's printed regular skills. Stalk your prey. Your equipment and [Hir] personnel may report aboard your [Hir] ships. Capture your prey. If present with prey, your Hirogen using Hirogen Talon may capture them (discard incident).
ADAPT: MODULATE SHIELDS *BORG	main_voy	adaptmodulateshieldsborg	U	Borg	31 U	INTERRUPT									[Borg-Only][Borg]						Plays and remains on a phaser or disruptor just used to stun or mortally wound one of your [Com] Borg. Your Borg are immune to all weapons with that exact card title.
ADAPT: NEGATE OBSTRUCTION *BORG	main_voy	adaptnegateobstructionborg	C	Borg	32 C	INTERRUPT									[Borg-Only][Borg]						Nullifies a dilemma (except a Q-related dilemma) just encountered by your [Com] Borg if your Borg encountered that dilemma (or a copy) on a previous turn.
AWAKEN *BORG	main_voy	awakenborg	C	Borg	33 C	INTERRUPT									[Borg-Only][Borg]						Downloads one [Com] or [Nav] drone. OR Plays at start of battle to download to one of your ships at that location one [Def] drone (two if opponent initiated the battle).
MULTIVECTOR ASSAULT MODE	main_voy	multivectorassaultmode	U	Borg	34 U	INTERRUPT									[Borg]						Plays at start of battle (once per battle) involving your U.S.S. Prometheus OR at least three of your ships. One of those ships is WEAPONS and SHIELDS +5 until end of battle.
NARROW ESCAPE	main_voy	narrowescape	U	Borg	35 U	INTERRUPT									[Borg]						Plays on your staffed, undocked ship if its SHIELDS are less than half of opponent's total usable WEAPONS here. You may immediately move ship up to its total RANGE.
MAINTENANCE OVERHAUL	main_voy	maintenanceoverhaul	U	Borg	39 U	MISSION	Planet, Any Away Team may attempt mission.					30	Uninhabited planet	2	[Borg](DQ)						Landed ship + ENGINEER + Computer Skill When you solve, you may download Divert Power.
ESTABLISH SETTLEMENT	main_voy	establishsettlement	U	Borg	37 U	MISSION	Planet,[FEDERATION][KLINGON]					30*	Planet in Grid 622	3	[Borg](DQ)						Diplomacy + Anthropology + Honor OR Miral Paris * Discard up to five [DQ] Klingons for +5 each.
HUNT ALIEN	main_voy	huntalien	U	Borg	38 U	MISSION	Planet,[KLINGON][KAZON][HIR]					30	Uncharted asteroid belt	3	[Borg](DQ)						Anthropology + Exobiology + Leadership + (STRENGTH>40 OR Borg Nanoprobes)
% SECURE STATION	main_voy	securestation	C	Borg	41 C	MISSION	Space,[HIROGEN]					30	Hirogen relay station	2	[Borg](DQ)						Alpha-Hirogen + total WEAPONS>opponent's total WEAPONS here
CORNER ENEMY SHIP	main_voy	cornerenemyship	U	Borg	36 U	MISSION	Space,[KLINGON][ROMULAN][KAZON][HIR]					40	Dense nebula	5	[Borg](DQ)						Leadership + Navigation + Stellar Cartography May attempt only if your total WEAPONS>15 here.
REPAIR NULL SPACE CATAPULT	main_voy	repairnullspacecatapult	U	Borg	40 U	MISSION	Space,Any crew may attempt mission.					30	Interstellar space	4	[Borg](DQ)						ENGINEER + Physics + (Diplomacy OR Treachery)    May relocate solving ship to any spaceline location.
ASSIMILATE PLANET *BORG	main_voy	assimilateplanetborg	C	Borg	42 C	OBJECTIVE						25			[Borg-Only][Hidden][Borg]						Plays on table. Target an unassimilated, non-homeworld planet mission with a point box showing at least 35 points. Your Borg may scout that planet. After scouting complete, if you have Borg at that location, you may probe: [Com], [Def]: Assimilated. Place on planet. May download one Objective card.
ASSIMILATE SPECIES	main_voy	assimilatespecies	R	Borg	43 R	OBJECTIVE									[Borg-Only][Hidden][Borg]						Plays on table; target (name) a species. Your Borg may beam to and battle a crew or Away Team containing a personnel of that species, but may not mortally wound. At end of battle, immediately probe (draw probe card, discard objective): [Def]: Distinctiveness added. If you won battle, and your Borg Nanoprobes or Assimilation Table present, all stunned personnel of target species present are assimilated.
ASSIMILATE STARSHIP *BORG	main_voy	assimilatestarshipborg	U	Borg	44 U	OBJECTIVE									[Borg-Only][Hidden][Borg]						Plays on table. Target an opponent's ship. Your Borg may scout that ship. (Whenever no active Borg aboard target during your turn, you may beam one scout aboard.) After scouting complete, if your Borg have Computer Skill aboard that ship, you may probe:  [Com], [Def], Assimilated. Place on ship. May download one Objective card.
ELIMINATE STARSHIP *BORG	main_voy	eliminatestarshipborg	U	Borg	45 U	OBJECTIVE									[Borg-Only][Hidden][Borg]						Plays on table. Target an opponent's ship. Your Borg may battle that ship. If they destroy it in battle, immediately probe (draw probe card, discard objective): [Borg]: Wreckage. You may download Salvage Starship. [AU]: Energy distortion. You may download Temporal Rift. [Borg-Only]: Collateral damage. One other opposing ship present is damaged (random selection).
ESTABLISH GATEWAY *BORG	main_voy	establishgatewayborg	C	Borg	46 C	OBJECTIVE						25			[Borg-Only][Hidden][Borg]						Seeds or plays on table. Target a space mission with a point box, if not yet scouted. Your Borg may scout that location. After scouting complete, if you have Borg at that location, you may probe: [Com], [Nav]: Sector cleared. Place on location. Download to here one Transwarp Network Gateway (if possible). May download one Objective card.
HARNESS PARTICLE 010	main_voy	harnessparticle010	R	Borg	47 R	OBJECTIVE						Q] objectives. [30			[Borg-Only][Hidden][Borg]						Plays on table. Target Omega Particle (download if needed; it is immune to Kevin Uxbridge) at your mission not yet scouted. Your Borg may scout that location. After scouting complete, if your staffed Borg cube there, you may probe: #, [Inc], [Obj]: Perfection achieved. Place on location; discard Particle. Doubles point boxes of your subsequently completed
OMEGA DIRECTIVE	main_voy	omegadirective	U	Borg	48 U	OBJECTIVE						10			[Hidden][Borg]						Seeds or plays on table. Place on your ship with matching commander aboard. (Nullified if no (CMD) personnel aboard.) While ship is at same location as an Omega Particle, it may ignore affiliation attack restrictions, and end of each turn you must probe: !: Threat eliminated. Discard Particle; draw two cards and score points; discard objective.
REASSIMILATE LOST DRONE	main_voy	reassimilatelostdrone	U	Borg	49 U	OBJECTIVE									[Borg-Only][Hidden][Borg]						Seeds or plays on table. Target an opponent's non-[Borg] Borg. If you have Borg Queen in play, you may probe: [Def]: Coercion. If your Borg ship is at same location, target is abducted and relocated to that ship. [Com]: Collaboration. If abducted target is present with Borg Queen, place on target (assimilated); worth 5 points per * while objective on target (10 points per * if target is One).
# Borg Queen *BORG	main_voy	borgqueenborg	R	Borg	50 R	PERSONNEL	BORG		6	12	6				[Com][Nav][Def][BORG][DQ]		Borg		Queen's Borg Cube, Queen's Borg Sphere, Borg Queen's Ship		* When  reported, selects any skill; may change skill at start of each turn. * May  download any [Borg-Only] Event or Interrupt card in place of your normal card play.
% Eight of Eighteen	main_voy	eightofeighteen	C	Borg	51 C	PERSONNEL	BORG		5	5	7				[Def][Borg][DQ]		Borg/Humanoid				* Transporter  Skill * Computer  Skill * SECURITY  * Where  present, allows your
% Eight of Fifteen	main_voy	eightoffifteen	C	Borg	52 C	PERSONNEL	BORG		5	5	7				[Def][Borg][DQ]		Borg/Humanoid				* MEDICAL  * Exobiology  * May  download Borg Nanoprobes in place of your
% Eleven of Eighteen	main_voy	elevenofeighteen	C	Borg	53 C	PERSONNEL	BORG		7	5	5				[Com][Borg][DQ]		Borg/Humanoid				* Where  present, your Implant cards play for free and may be "reabsorbed" (placed beneath draw deck) if discarded. * Cybernetics  * MEDICAL
% Eleven of Twelve	main_voy	elevenoftwelve	C	Borg	54 C	PERSONNEL	BORG		7	5	5				[Com][Borg][DQ]		Borg/Humanoid				* Computer  Skill * ENGINEER  * Biology  * May  download Borg Vinculum here in place of a card draw.  \DL/ Borg  Data Node
% Nine of Fifteen	main_voy	nineoffifteen	C	Borg	58 C	PERSONNEL	BORG		5	7	5				[Nav][Borg][DQ]		Borg/Humanoid				* SCIENCE  * Physics  * Astrophysics  * If  you have completed Harness Particle 010, all your Borg in play are each attributes all +2. (Cumulative.)
% Nine of Twelve	main_voy	nineoftwelve	C	Borg	59 C	PERSONNEL	BORG		5	7	5				[Nav][Borg][DQ]		Borg/Bolian				* ENGINEER  * Physics  * Navigation  * If  present where probing for Establish Gateway, once each turn, you may discard probe card to probe again.
% Seventeen of Eighteen	main_voy	seventeenofeighteen	C	Borg	62 C	PERSONNEL	BORG		5	7	5				[Nav][Borg][DQ]		Borg/Humanoid				* Geology  * Stellar  Cartography * SCIENCE  * While  on your ship in the Delta Quadrant, it is RANGE +2. (Cumulative.)
% Six of Twelve	main_voy	sixoftwelve	C	Borg	63 C	PERSONNEL	BORG		5	5	7				[Def][Borg][DQ]		Borg/Humanoid				* SECURITY  * Where  present, your Borg are each CUNNING and STRENGTH +1. (Cumulative.)
% Two of Twelve	main_voy	twooftwelve	C	Borg	67 C	PERSONNEL	BORG		7	5	5				[Com][Borg][DQ]		Borg/Humanoid				* Archaeology  * Anthropology  * Exobiology  * If  present where probing for Assimilate Planet, once each turn, you may discard probe card to probe again.
Fifth	main_voy	fifth	R+	Borg	55 R	PERSONNEL	BORG		5	5	7				[Def][Borg][DQ]		Borg/Norcadian				* Youth  * Computer  Skill * Biology  * SECURITY  * Once  each turn, may return to hand one of your [Borg-Only] Incident, Event, or Objective cards in play.
First	main_voy	first	R+	Borg	56 R	PERSONNEL	BORG		5	5	7				[Def][Borg][DQ]		Borg/Humanoid				* Youth  * Treachery  * Navigation  * Biology  * May  initiate battle against intruders. * Your  Borg present are each STRENGTH +3 in battle.
Four of Nine	main_voy	fourofnine	R	Borg	57 R	PERSONNEL	BORG		7	5	5				[Com][Borg][DQ]		Borg/Humanoid				* Computer  Skill * Honor  * MEDICAL  * Once  each turn, may place one dronepresent beneath draw deck, then download another.
Second	main_voy	second	R+	Borg	60 R	PERSONNEL	BORG		5	7	5				[Nav][Borg][DQ]		Borg/Brunali				* ENGINEER  * Astrophysics  * Physics  * Youth  * Stellar  Cartography  \DL/ Divert Power * Doubles  regular skills of other drones present.
Seven of Nine *BORG	main_voy	sevenofnineborg	R+	Borg	61 R	PERSONNEL	BORG		7	7	7				[Com][Nav][Def][P][DQ]		Borg/Humanoid				* ENGINEER  * Stellar  Cartography * Computer  Skill * Physics  * May  apply [Com], [Nav], and [Def] to staffing. * May  draw a card in place of your normal card play.
Third and Fourth	main_voy	thirdandfourth	R+	Borg	64 R	PERSONNEL	BORG		7+7	5+5	5+5				[Com][Com][Borg][DQ]		Borg/Wysanti				Third: * Youth  * SCIENCE  * Transporter  Skill --- Fourth: * Youth  * Exobiology  * Computer  Skill \DL/ Maturation  Chamber
Three of Nine	main_voy	threeofnine	R+	Borg	65 R	PERSONNEL	BORG		5	7	5				[Nav][Borg][DQ]		Borg/Bajoran				* ENGINEER  * Astrophysics  * Stellar  Cartography * Once  each turn, may place one card from hand beneath draw deck, then draw a card.
Two of Nine	main_voy	twoofnine	R+	Borg	66 R	PERSONNEL	BORG		5	5	7				[Def][Borg][DQ]		Borg/Humanoid				* SCIENCE  * Physics  * SECURITY  * Once  each turn, may discard a card from hand to place bottom two cards of discard pile beneath draw deck.
Deanna Troi *BORG	main_voy	deannatroiborg	R+	Borg	69 R	PERSONNEL	FEDERATION	OFFICER	7	8	4				/Ent-E\[Borg]		Betazoid/Human	Deanna Troi			OFFICER * Diplomacy  * Empathy  * Anthropology  * All  your /Ent-E\ personnel add (CMD).
Reginald Barclay *BORG	main_voy	reginaldbarclayborg	UR	Borg	72 UR	PERSONNEL	FEDERATION	ENGINEER	8	8	5				[Borg]	(STF)	Human	Reginald Barclay			ENGINEER * Computer  Skill * Astrophysics  * Honor * Delta  Quadrant [Fed] missions you solve are +5 points.
% Angelo Tassoni	main_voy	angelotassonifed	C	Borg	68 C	PERSONNEL	FEDERATION/NON-ALIGNED	SECURITY	5	6	7				[Borg][DQ]	(STF)	Human				SECURITY * Navigation
% Angelo Tassoni*	main_voy	angelotassonina	C	Borg	68 C*	PERSONNEL	FEDERATION/NON-ALIGNED	SECURITY	5	6	7				[Borg][DQ]	(STF)	Human				SECURITY * Navigation
% Hogan	main_voy	hoganfed	C	Borg	71 C	PERSONNEL	FEDERATION/NON-ALIGNED	ENGINEER	6	7	7				[Maq][Borg][DQ]	(STF)	Human				ENGINEER * Transporter  Skill
% Hogan*	main_voy	hoganna	C	Borg	71 C*	PERSONNEL	FEDERATION/NON-ALIGNED	ENGINEER	6	7	7				[Maq][Borg][DQ]	(STF)	Human				ENGINEER * Transporter  Skill
Equinox Doctor	main_voy	equinoxdoctorfed	R+	Borg	70 R	PERSONNEL	FEDERATION/NON-ALIGNED	MEDICAL	NO	8	5				[Holo][Borg][DQ]		Holographic				MEDICAL * Exobiology  x2 * Treachery  x2 * Computer  Skill \DL/ Medical  Kit OR Starfleet Type II Phaser
Equinox Doctor*	main_voy	equinoxdoctorna	R+	Borg	70 R*	PERSONNEL	FEDERATION/NON-ALIGNED	MEDICAL	NO	8	5				[Holo][Borg][DQ]		Holographic				MEDICAL * Exobiology  x2 * Treachery  x2 * Computer  Skill \DL/ Medical  Kit OR Starfleet Type II Phaser
Icheb	main_voy	ichebna	R+	Borg	104* R	PERSONNEL	FEDERATION/NON-ALIGNED	CIVILIAN	7	8	6				[Nav][Borg][DQ]	(STF)	Brunali				CIVILIAN * ENGINEER  * Astrophysics  * Physics  * Youth  * Stellar  Cartography * Biology
Icheb*	main_voy	ichebfed	R+	Borg	104* R*	PERSONNEL	FEDERATION/NON-ALIGNED	CIVILIAN	7	8	6				[Nav][Borg][DQ]	(STF)	Brunali				CIVILIAN * ENGINEER  * Astrophysics  * Physics  * Youth  * Stellar  Cartography * Biology
Marika	main_voy	marikana	R+	Borg	108* R	PERSONNEL	FEDERATION/NON-ALIGNED	ENGINEER	5	7	5				[Nav][Borg][DQ]	(STF)	Bajoran/Borg				ENGINEER * When  reported, may download Lansor and P'Chan (if not in play). * Astrophysics  * Stellar  Cartography
Marika*	main_voy	marikafed	R+	Borg	108* R*	PERSONNEL	FEDERATION/NON-ALIGNED	ENGINEER	5	7	5				[Nav][Borg][DQ]	(STF)	Bajoran/Borg				ENGINEER * When  reported, may download Lansor and P'Chan (if not in play). * Astrophysics  * Stellar  Cartography
Mezoti	main_voy	mezotina	R+	Borg	109* R	PERSONNEL	FEDERATION/NON-ALIGNED	CIVILIAN	6	7	4				[Def][Borg][DQ]		Narcalian				CIVILIAN * Youth  * Computer  Skill * Biology * Once  each turn, may "unstop" your Borg present.
Mezoti*	main_voy	mezotifed	R+	Borg	109* R*	PERSONNEL	FEDERATION/NON-ALIGNED	CIVILIAN	6	7	4				[Def][Borg][DQ]		Narcalian				CIVILIAN * Youth  * Computer  Skill * Biology * Once  each turn, may "unstop" your Borg present.
Rebi and Azan	main_voy	rebiandazanna	R+	Borg	113* R	PERSONNEL	FEDERATION/NON-ALIGNED	CIVILIAN	6+6	7+7	5+5				[Com][Com][Borg][DQ]		Wysanti/Borg				Rebi: CIVILIAN * Youth  * Exobiology  * Computer  Skill  Azan: CIVILIAN * Youth  * SCIENCE  * Transporter  Skill
Rebi and Azan*	main_voy	rebiandazanfed	R+	Borg	113* R*	PERSONNEL	FEDERATION/NON-ALIGNED	CIVILIAN	6+6	7+7	5+5				[Com][Com][Borg][DQ]		Wysanti/Borg				Rebi: CIVILIAN * Youth  * Exobiology  * Computer  Skill  Azan: CIVILIAN * Youth  * SCIENCE  * Transporter  Skill
Riley Frazier	main_voy	rileyfrazierna	R+	Borg	114* R	PERSONNEL	FEDERATION/NON-ALIGNED	SCIENCE	6	8	5				[Com][Borg][DQ]	(CMD)	Humanoid/Borg				SCIENCE * Computer  Skill * Astrophysics  * Geology * Your  other Borg present are each CUNNING +2.
Riley Frazier*	main_voy	rileyfrazierfed	R+	Borg	114* R*	PERSONNEL	FEDERATION/NON-ALIGNED	SCIENCE	6	8	5				[Com][Borg][DQ]	(CMD)	Human				SCIENCE * Computer  Skill * Astrophysics  * Geology * Your  other Borg present are each CUNNING +2.
Gegis	main_voy	gegis	R	Borg	73 R	PERSONNEL	FERENGI	OFFICER	4	6	7				[Borg]	(CMD)	Ferengi		Trullux		OFFICER * Computer  Skill * SCIENCE  * Acquisition  * Greed * Your  [Holo] and [Fer] personnel may mix at this location.
Nunk	main_voy	nunk	U	Borg	74 U	PERSONNEL	FERENGI	ENGINEER	5	7	6				[Borg]	(CMD)	Ferengi				ENGINEER * Greed  * Stellar  Cartography * Anthropology * Once  per game, may capture one [Holo] personnel present.
Yeggie	main_voy	yeggie	U	Borg	75 U	PERSONNEL	FERENGI	MEDICAL	3	6	5				[Borg]	(STF)	Ferengi				MEDICAL * Greed  * Biology  * Cybernetics  * Treachery \DL/ Borg  Nanoprobes (if present with any Borg personnel).
% Davar	main_voy	davar	C	Borg	76 C	PERSONNEL	HIROGEN	SCIENCE	5	6	8				[Borg][DQ]	(STF)	Hirogen			Hirogen Hunt (Karr)	SCIENCE * Archaeology  * Biology  * Treachery
% Harkan	main_voy	harkan	C	Borg	81 C	PERSONNEL	HIROGEN	SECURITY	7	7	8				[Borg][DQ]	(CMD)	Hirogen			Hirogen Hunt (Decaren)	SECURITY * Anthropology  * Exobiology
% Jetarn	main_voy	jetarn	C	Borg	83 C	PERSONNEL	HIROGEN	SECURITY	5	6	8				[Borg][DQ]	(CMD)	Hirogen			Hirogen Hunt (Karr)	SECURITY * MEDICAL  * Computer  Skill
% Konuric	main_voy	konuric	C	Borg	87 C	PERSONNEL	HIROGEN	OFFICER	5	6	9				[Borg][DQ]	(STF)	Hirogen			Hirogen Hunt (Netek)	OFFICER * ENGINEER  * Geology
% Ranjen	main_voy	ranjen	C	Borg	89 C	PERSONNEL	HIROGEN	ENGINEER	7	7	8				[Borg][DQ]	(STF)	Hirogen			Hirogen Hunt (Idrin)	ENGINEER * Navigation  x2 * Physics
% Takirac	main_voy	takirac	U	Borg	90 U	PERSONNEL	HIROGEN	OFFICER	7	7	8				[Borg][DQ]	(CMD)	Hirogen			Hirogen Hunt (Karr)	OFFICER * Diplomacy  * Honor  * Leadership
% Vurond	main_voy	vurond	C	Borg	92 C	PERSONNEL	HIROGEN	SCIENCE	7	8	8				[Borg][DQ]	(STF)	Hirogen			Hirogen Hunt (Karon)	SCIENCE * Astrophysics  * Stellar  Cartography
Decaren	main_voy	decaren	R	Borg	77 R	PERSONNEL	HIROGEN	OFFICER	7	7	9				[Borg][DQ]	(CMD)	Hirogen		Hunting Vessel	Hirogen Hunt	OFFICER * Leadership  * SCIENCE  * Honor  * Anthropology  * Diplomacy  * Physics
Donik	main_voy	donik	R+	Borg	78 R	PERSONNEL	HIROGEN	ENGINEER	8	8	6				[Borg][DQ]	(STF)	Hirogen			Hirogen Hunt (Decaren)	ENGINEER * Youth  * Computer  Skill x2 * SCIENCE  * Physics  * Honor * Your  [Hir][Holo] personnel may report here.
Gann	main_voy	gann	R	Borg	79 R	PERSONNEL	HIROGEN	SECURITY	6	7	9				[Borg][DQ]	(CMD)	Hirogen			Hirogen Hunt (Decaren, Netek)	SECURITY * Computer  Skill * Navigation  * Biology  * Transporter  Skill * Astrophysics
Idrin	main_voy	idrin	R	Borg	82 R	PERSONNEL	HIROGEN	OFFICER	3	7	12				[Borg][DQ]	(CMD)	Hirogen		Hunting Vessel	Hirogen Hunt	OFFICER * Exobiology  * Archaeology  * Greed  * ENGINEER  * Treachery \DL/ Hirogen  Talon
Jorik	main_voy	jorik	R	Borg	84 R	PERSONNEL	HIROGEN	MEDICAL	3	8	8				[Borg][DQ]	(CMD)	Hirogen			Hirogen Hunt (Karr)	MEDICAL * Exobiology  * Biology  * Computer  Skill x2 * Treachery
