Name	Set	ImageFile	Rarity	Release	Info	Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Span	Icons	Staff	Species	Persona	Command	Reports	Text
Admiral Kirk *LfL	main	admiralkirk_lfl	V	LfL	30 V	PERSONNEL	FEDERATION	OFFICER	9	8	7				(CMD)[AU][Nem, R, Black]/Films\[LfL]		Human		Starship Enterprise	Office of the President	OFFICER * Honor x2 * Diplomacy * Leadership \DL/ Khan! \DL/ The Genesis Effect
Agent Garak	main	agentgarak	V	LfL	26 V	PERSONNEL	CARDASSIAN/FEDERATION	CIVILIAN	5	9	7				[LfL]	(STF)	Cardassian				CIVILIAN * SECURITY * Treachery * Anthropology * Computer Skill x2 \DL/ Any Garak (discards this one)
Allamill	main	allamill	V	LfL	41 V	PERSONNEL	NON-ALIGNED	CIVILIAN	4	6	6				[AU]/Films\[LfL]	(STF)	Humanoid			War Council	CIVILIAN * Greed * Smuggling * Navigation \DL/ Any [NA] /Films\ card
Brunt of Borg	main	bruntofborg	V	LfL	25 V	PERSONNEL	BORG		3	10	7				[Com][Nav][Def][AU][LfL]		Borg/Ferengi				* Treachery x2 * Computer Skill * Navigation * Greed * Law * V.I.P. * While on your ship, WEAPONS and SHIELDS +4 against [Fer].
Captain B'Etor	main	captainb'etor	V	LfL	37 V	PERSONNEL	KLINGON	OFFICER	8	8	8				[KCA][MQ][LfL]	(CMD)	Klingon				OFFICER * Honor * Leadership * Law * Physics * SCIENCE * Youth
Captain Nog	main	captainnog	V	LfL	33 V	PERSONNEL	FERENGI/FEDERATION	OFFICER	8	8	5				[AU][LfL]	(CMD)	Ferengi		U.S.S. Defiant		OFFICER * ENGINEER * Diplomacy * Honor * Physics \DL/ Ready Room Door
Carol Marcus *LfL	main	carolmarcus_lfl	V	LfL	42 V	PERSONNEL	NON-ALIGNED	SCIENCE	7	6+X	4				[AU]/Films\[LfL]		Human				SCIENCE * Exobiology x2 * Honor * Physics * X = number of cards in opponent's hand (limit 5).
Danica Erickson	main	danicaerickson	V	LfL	49 V	PERSONNEL	STARFLEET	CIVILIAN	7	6	5				[AU][22][LfL]		Human				CIVILIAN * MEDICAL
David Marcus *LfL	main	davidmarcus_lfl	V	LfL	43 V	PERSONNEL	NON-ALIGNED	SCIENCE	5	8	7				[AU]/Films\[LfL]		Human				SCIENCE * SCIENCE * Biology x2 * Exobiology * Physics * Computer Skill
Dexter Remmick	main	dexterremmick	V	LfL	31 V	PERSONNEL	FEDERATION	SECURITY	6	7	7				[LfL]	(STF)	Human				SECURITY * OFFICER * Section 31 \DL/ Inspection * May report aboard your [Fed] ship in the Alpha Quadrant.
Dr. Reyga *LfL	main	drreyga_lfl	V	LfL	34 V	PERSONNEL	FERENGI	SCIENCE	7	8	5				[LfL]	(STF)	Ferengi				SCIENCE * ENGINEER * Astrophysics * Physics * Stellar Cartography \DL/ Metaphasic Shields
Duras *LfL	main	duras_lfl	V	LfL	38 V	PERSONNEL	KLINGON	V.I.P.	2	7	9				[LfL]	(CMD)	Klingon			High Concil	OFFICER * Treachery x2 * Leadership * Law * Diplomacy * Computer Skill * Once each turn, may kill an opponent's personnel here that just completed a mission.
Falow	main	falow	V	LfL	44 V	PERSONNEL	NON-ALIGNED	V.I.P.	8	8	6				[GQ][LfL]	(STF)	Wadi			War Council	V.I.P. * Greed x2 * Computer Skill * Honor * Once per game, may nullify a Chula dilemma where present.
Kurn *LfL	main	kurn_lfl	V	LfL	24 V	PERSONNEL	BAJORAN	SECURITY	6	6	8				[LfL]	(CMD)	Klingon				SECURITY * SECURITY * Navigation * Law * Must replace your personnel present selected to die. * SECURITY personnel present are attributes all +1.
Porthos	main	porthos	V	LfL	39 V	PERSONNEL	NEUTRAL	ANIMAL	4	3	3				[AU][22][LfL]		Dog				ANIMAL * Humans present are INTEGRITY +1. * Once every turn, may "chase" (stop) one ANIMAL present.
Sela *LfL	main	sela_lfl	V	LfL	47 V	PERSONNEL	ROMULAN	V.I.P.	5	9	8				[LfL]	(CMD)	Human/Romulan			Continuing Commitee	V.I.P. * Tal Shiar * Treachery * Diplomacy * Youth \DL/ Romulan "Reunification"
Sergey And Helena	main	sergeyandhelena	V	LfL	32 V	PERSONNEL	FEDERATION	CIVILIAN+CIVILIAN	6+7	4+5	4+3				[LfL]	(STF)	Human				Sergey: CIVILIAN * ENGINEER * Honor Helena: CIVILIAN  * Exobiology \DL/ Nikolai Rozhenko
Subcommander Decius	main	subcommanderdecius	V	LfL	48 V	PERSONNEL	ROMULAN	OFFICER	4	7	8				[AU]/OS\[LfL]	(STF)	Romulan				OFFICER * Navigation * SCIENCE * Once per turn, may place a discarded event on bottom of draw deck.
Vash *LfL	main	vash_lfl	V	LfL	46 V	PERSONNEL	NON-ALIGNED	CIVILIAN	4	7	4				[LfL]		Human			War Council	CIVILIAN * Greed x2 * Archaeology x2 * Treachery * Anthropology * May report at any [GQ] facility.
Renegade Borg Sphere	main_voy	renegadeborgsphere	V	LfL	52 V	SHIP	NON-ALIGNED	Borg Shere	6	6	6				[DQ][LfL]	[Com] OR [Nav] OR [Def]					WEAPONS and SHIELDS +4 vs. [BOG]. [NA] Borg may report aboard.
Sarajevo	main	sarajevo	V	LfL	53 V	SHIP	STARFLEET	Sarajevo Class	5	4	4				[22][AU][LfL]	(STF)					Attributes all +1 for each Transporter Skill aboard (limit 3). \DL/ Emory Erickson
Vetar	main_voy	vetar	V	LfL	51 V	SHIP	CARDASSIAN	Galor Class	8	8	8				[LfL]	(CMD)(STF)					Tractor Beam \DL/ Any Pursuit card WEAPONS +2 vs. [Maq].
Determined Assault	main_voy	determinedassault	V	LfL	54 V	TACTIC									[LfL]						Attack: 2 Defense: 1 ATTACK bonus +2 if you have a [NA] ship firing. May not be used to fire upon a facility. Hit = v. Direct hit = V>>. -2 Hull: -25% Invasive Strike: If an opponent's ship here, one random non- equipment card aboard is relocated there and stolen.
Cargo Pirates	main	SAS_01V	V	SAS	1 V	DILEMMA															One personnel (random selection) is "stopped." Then, if you have a [DQ] personnel in play OR if your opponent has three thieves, one personnel (opponent's choice) is "stopped."
Dial-Up	main_voy	SAS_02V	V	SAS	2 V	DILEMMA									[AU][2]						All personnel with DL/ in Away Team are "stopped." Place this dilemma on this mission; you may not download cards. Nullify with 3 Computer Skill and Anthropology. 
Difference of Opinion	main	SAS_03V	V	SAS	3 V	DILEMMA															All [NA] personnel in crew or Away Team are "stopped" until end of your next turn. Discard dilemma. 
Mimetic Symbiot	main	SAS_04V	V	SAS	4 V	DILEMMA									[AU]						To get past requires 3 MEDICAL OR INTEGRITY>30. Then, choose two personnel (random selection). One of those personnel dies (your choice). 
Rumplestiltskin	main	SAS_05V	V	SAS	5 V	DILEMMA															X personnel are "stopped" (random selection), where X = the number of personnel in Away Team with five or more [*] icons. Discard dilemma. 
Topological Anomaly 4747	main	SAS_06V	V	SAS	6 V	DILEMMA									[3]						Borg and [Holo] personnel, androids, and one ENGINEER here (random selection) are placed in stasis. Cure on your next turn with new SCIENCE arriving or when countdown expires. 
Grappler	main	SAS_07V	V	SAS	7 V	EQUIPMENT						5			[22][AU]						Plays aboard your NX-class ship. Adds Tractor Beam. When crew completes a space mission that requires an attribute, discard to score points. 
Vulcan Tricorder	main	SAS_08V	V	SAS	8 V	EQUIPMENT									[AU][22]						Your [22] personnel who have ENGINEER-classification or SCIENCE-classification all add Biology OR Geology OR SCIENCE. (May re-select once each turn.) 
Finally Ready to Swim	main	SAS_09V	V	SAS	9 V	EVENT									[AU]						Seeds on table. Once every turn, when you play a [22] card, you may draw a card. When you play a non-[22] personnel or ship, you must discard a card from hand. 
Secondary Market	main	SAS_10V	V	SAS	10 V	EVENT						10			[Crime]						Plays to return a ship that you have commandeered to its owner's hand. Score points and draw up to five cards. 
Treaty: Starfleet/Klingon	main	SAS_11V	V	SAS	11 V	EVENT															Plays on table (for free if you have {Antaak} or {Phlox} in play). Your [Sta] cards and your [Kli][22] cards recognize this treaty. They can now mix and cooperate. 
We're Ready	main	SAS_12V	V	SAS	12 V	EVENT									[AU]						Plays on table if you have three [Sta] personnel in play. At the end of each of your turns, if you do not have a [Non] card in play, you may draw an additional card. 
Out of Time	main	SAS_13V	V	SAS	13 V	INCIDENT															Plays for free at any time to take up to three temporal agents in your discard pile into hand OR to allow your temporal agent, any number of your personnel present, and/or your ship he or she is aboard to time travel between a time location and the corresponding spaceline location. Discard incident OR "stop" your temporal agent to place this on top of your draw deck. 
Absolute Power	main	SAS_14V	V	SAS	14 V	INTERRUPT															Once per game, kill your personnel to "unstop" all your augments of the same affiliation as that personnel. OR Once each turn, kill your augment to draw three cards. 
Diverse Experiences	main	SAS_15V	V	SAS	15 V	INTERRUPT									[AU]						Once each turn, when you complete a mission, draw a card for each [22] personnel in crew or Away Team (maximum 5). 
Automated Repair Station	main	SAS_16V	V	SAS	16 V	MISSION						30		4							Physics + Computer Skill + ENGINEER + CUNNING>30 Solving player may download and use {Spacedock} here. 
Control Plague	main	SAS_17V	V	SAS	17 V	MISSION						35		2							Biology + Exobiology + MEDICAL x2 + CUNNING>34  
Free Orion Slaves	main	SAS_18V	V	SAS	18 V	MISSION						35		4							Leadership + SECURITY x2 + STRENGTH>40 Orions may report here (for free, once each turn). 
Observe Stellar Rebirth	main	SAS_19V	V	SAS	19 V	MISSION						35		4							Navigation + Anthropology + Stellar Cartography + INTEGRITY>28  
Prevent Rebellion	main	SAS_20V	V	SAS	20 V	MISSION						35		3							Anthropology + Honor + SECURITY + INTEGRITY>29  
File Annual Report	main	SAS_21V	V	SAS	21 V	OBJECTIVE									[AU]						Seeds or plays on your {Earth}. If you have completed a different mission, your [Sta] personnel may attempt Earth with the following requirements: OFFICER + any staffed [Sta] ship in orbit + INTEGRIY>30. When you solve, mission is worth 30 points (instead of printed value), and you may download one % [Sta] personnel. 
Remote Interference	main	SAS_22V	V	SAS	22 V	OBJECTIVE									[HA]						Seeds or plays on table. Twice each turn, when you move your [Rom] Drone-class ship to a location where an opponent has a ship, you may draw a card. At start of each of your turns, you may return an empty [Rom] Drone-class ship to hand OR discard a card to download a [Rom] Drone-class ship to hand. (Unique.) 
Straight and Steady	main	SAS_23V	V	SAS	23 V	OBJECTIVE															Seeds or plays on table. When your [22] card is attacked, you may discard objective to make each [22] card involved attributes all +5 until the end of that battle. At the end of your opponent's turn, you may discard objective to move your [22] ship one spaceline location toward your homeworld or facility. (Unique. Captain's Order.) 
Admiral Valdore	main	SAS_36V	V	SAS	36 V	PERSONNEL	Romulan		4	7	9				[22][AU][Cmd]		Romulan				OFFICER * Leadership * Computer Skill * Treachery \DL/ Gareb \DL/ Remote Interference
Akorem Laan	main	SAS_24V	V	SAS	24 V	PERSONNEL	Bajoran		8	6	6				[Stf][AU][22]		Bajoran				CIVILIAN * Anthropology * Navigation * Physics * Law  \DL/ D'jarras
Antaak	main	SAS_26V	V	SAS	26 V	PERSONNEL	Klingon		8	7	6				[Stf][AU][22]		Klingon				MEDICAL * MEDICAL * SCIENCE * Honor * Exobiology \DL/ Any Targ \DL/ maH nIv
Dallas	main	SAS_39V	V	SAS	39 V	PERSONNEL	Starfleet		6	6	5				[Stf][AU][22]		Human				SCIENCE * Physics  
Daniel Leonard	main	SAS_40V	V	SAS	40 V	PERSONNEL	Starfleet		6	6	6				[22][AU][Cmd]		Human				V.I.P. * Leadership * Navigation \DL/ Any [Sta] ship  
Daniels	main	SAS_41V	V	SAS	41 V	PERSONNEL	Starfleet/Non-Aligned		6	8	6				[AU][Stf]		Human/Alien				SECURITY * ENGINEER * Archaeology * Physics * Anthropology \DL/ Out of Time
D'Nesh	main	SAS_31V	V	SAS	31 V	PERSONNEL	Non-Aligned		3	7	4				[Stf][AU][22]		Orion				ENGINEER * Diplomacy * Treachery * Computer Skill * Anthropology * Orion Syndicate  
Ensign Jameson	main_voy	SAS_25V	V	SAS	25 V	PERSONNEL	Federation		7	7	7				[Com][Nav][Stf][Def]		Human/Borg	Seven of Nine			ENGINEER * SCIENCE * Exobiology * Physics * Computer Skill * Astrophysics \DL/ Out of Time
Erika Hernandez	main	SAS_42V	V	SAS	42 V	PERSONNEL	Starfleet		7	7	6				[22][AU][Cmd]		Human		Columbia		OFFICER * Anthropology * Diplomacy * Leadership * SECURITY \DL/ Any Captain's Order card  
Gareb	main	SAS_37V	V	SAS	37 V	PERSONNEL	Romulan/Non-Aligned		6	5	3				[AU][22]		Aenar				CIVILIAN * Empathy * Geology  
Garrid	main	SAS_43V	V	SAS	43 V	PERSONNEL	Starfleet		6	6	6				[Stf][AU][22]		Human				MEDICAL * Biology * SCIENCE  
General K'Vagh	main	SAS_27V	V	SAS	27 V	PERSONNEL	Klingon		3	7	9				[Cmd][AU][22]		Klingon				OFFICER * Leadership * SECURITY * Treachery Once each turn, may draw a card when you report an augment here.  
Harrad-Sar	main	SAS_32V	V	SAS	32 V	PERSONNEL	Non-Aligned		4	6	7				[Cmd][AU][22]		Orion	Slave of the Situation	Devna-Lev		OFFICER * Navigation * Smuggling * Orion Syndicate \DL/ Any slave girl  
Hoshi Sato	main	SAS_44V	V	SAS	44 V	PERSONNEL	Starfleet		8	7	5				[22][AU][Stf]		Human				SCIENCE * Music * Anthropology * Geology * Computer Skill * Exobiology \DL/ We're Ready
Jeffrey Pierce	main	SAS_45V	V	SAS	45 V	PERSONNEL	Starfleet		6	6	6				[Stf][AU][22]		Human				SECURITY * Anthropology * Computer Skill * Diplomacy  
Laneth	main	SAS_28V	V	SAS	28 V	PERSONNEL	Klingon		4	7	9				[22][AU][Stf]		Klingon				SCIENCE * Astrophysics * Transporter Skill * Biology  
Malcolm Reed	main	SAS_46V	V	SAS	46 V	PERSONNEL	Starfleet		5	7	7				[22][AU][Cmd]		Human				SECURITY * OFFICER * Law * Section 31 * Computer Skill \DL/ Starfleet Phaser Pistol
Marab	main	SAS_29V	V	SAS	29 V	PERSONNEL	Klingon		4	7	10				[Cmd][AU][22]		Klingon				SECURITY * Treachery * Leadership * Youth * Stellar Cartography  
Maras	main	SAS_33V	V	SAS	33 V	PERSONNEL	Non-Aligned		3	6	4				[AU][22]		Orion				CIVILIAN * ENGINEER * Orion Syndicate  
McDermott	main	SAS_47V	V	SAS	47 V	PERSONNEL	Starfleet		7	6	6				[Cmd][AU][22]		Human				OFFICER * Honor * Leadership * SECURITY * Transporter Skill  
Navaar	main	SAS_34V	V	SAS	34 V	PERSONNEL	Non-Aligned		3	7	4				[22][AU][Stf]		Orion				CIVILIAN * Leadership * Treachery * Diplomacy * Orion Syndicate \DL/ Commandeer Ship
Nijil	main	SAS_38V	V	SAS	38 V	PERSONNEL	Romulan		5	7	7				[Stf][AU][22]		Romulan				SCIENCE * ENGINEER * Computer Skill * Navigation * Your Drone-class ships are RANGE +2.  
Silik	main	SAS_35V	V	SAS	35 V	PERSONNEL	Non-Aligned		4	8	8				[22][AU][Cmd]		Suliban				V.I.P. * Treachery * ENGINEER * Physics * Leadership May report to any time location.  
T'Pol	main	SAS_48V	V	SAS	48 V	PERSONNEL	Starfleet		7	8	8				[Cmd][AU][22]				Enterprise		SCIENCE * Diplomacy * OFFICER * Mindmeld * Stellar Cartography  
Volok	main	SAS_30V	V	SAS	30 V	PERSONNEL	Klingon		4	7	9				[Stf][AU][22]		Klingon				ENGINEER * Computer Skill * Physics  
Columbia	main	SAS_51V	V	SAS	51 V	SHIP	Starfleet		6	5	6				[AU][22]	[Cmd]					\DL/ Warp Speed Transfer
I.K.S. Nguq'Yab	main	SAS_49V	V	SAS	49 V	SHIP	Klingon/Non-Aligned		5	5	5				[AU][22]	[Cmd]			Martrex, Rakin, Malik		Attributes all +1 for each augment aboard (limit 4). Tractor Beam 
Raptor One	main	SAS_50V	V	SAS	50 V	SHIP	Romulan		7	3	4				[AU][22]						Holographic Skin May report to any spaceline location. 
22nd-Century San Francisco	main	SAS_52V	V	SAS	52 V	TIME LOCATION															Seeds or plays on table; download {Seat of Starfleet} here. Each card with both [Sta] and [Preview] gains [22]. Native to this timeline: all [Sta] cards, [Non][22] personnel, [Neu][22] cards, and [22] equipment (except [MQ] cards). Non-[22] cards are excluded from battle here. 
Augment Research Facility	main	SAS_53V	V	SAS	53 V	TIME LOCATION															Seeds or plays on table. Native to this timeline: all [Kli][22] cards, [Neu][22] cards, [22] equipment, and all augments with both [AU] and [22]. Once per turn, one such augment reporting at this location may report for free. 
Drone Control Room	main	SAS_54V	V	SAS	54 V	TIME LOCATION															Seeds or plays on table; any player may download {Admiral Valdore} here. If any player has Empathy, Leadership, and Treachery here, that player's Drone-class ships may move and attack without staffing or a leader. Native to this timeline: all [Rom][22] cards and [22] equipment. Once per turn, one such personnel reporting at this location may report for free. 
BETAZOID GIFT BOX *VP	main	35VP_BGB	VP	Virtual_Promo	35 VP	ARTIFACT									[VP]						Immediately look through your draw deck for up to 30 seconds and choose 3 cards to place in your hand.
Personal Duty	main	19VP_PersonalDuty	VP	Virtual_Promo	19 VP	DILEMMA	Space								[VP]						To get past requires Leadership OR Officer. All such personnel are stopped, but if two or more present, one must continue (random selection).
Tactical Disadvantage	main	20VP_TacticalDisadvantage	VP	Virtual_Promo	20 VP	DILEMMA	Space								[VP]						Players show their hands and examine revealed ships. Unless your total SHIELDS > opponent's total WEAPONS, kill one personnel (random selection). Discard dilemma.
The Caretaker's "Guests"	main_voy	21VP_TheCaretakersGuests	VP	Virtual_Promo	21 VP	DILEMMA	Space/Planet								[VP]						One personnel present (opponent's choice) is placed atop draw deck. You may place a different personnel of the same affiliation from your discard pile with this crew or Away Team.
The Clown: Bitter Medicine	main_voy	22VP_TheClownBitterMedicine	VP	Virtual_Promo	22 VP	DILEMMA	Space/Planet								[VP]						Place on mission. Now and start of each mission or scouting attempt here, opponent names a skill. All your personnel with that skill are attributes -2 until end of turn.
Bajoran Wormhole *VP	main	VP4VP_BJWormhole	VP	Virtual_Promo	3 VP	DOORWAY									[VP]						Seeds (in any phase) or plays in Mirror Quadrant. Limit one. Inserts into spaceline to create a Bajor Region location (span 1); any player may download [DS9] Bajoran Wormhole. Any ship may move between here and a [DS9] Bajoran Wormhole if damaged or if ENGINEER and SCIENCE aboard, then is stopped. OR Plays at any time to nullify any card which is closing or destroying Bajoran Wormhole (discard doorway).
Bajoran Wormhole:Mirror Universe *VP	main	VP3VP_BJWormholeMU	VP	Virtual_Promo	4 VP	DOORWAY									[VP]						Requires two Bajoran Wormhole cards; each inserts into a spaceline to create a location (span 1). Play one in Alpha Quadrant (Bajor Region); download the other to Gamma Quadrant. Limit one per quadrant. While in play, any ship may move from one end to the other, then is stopped. OR Plays at any time to nullify any card which is closing or destroying Bajoran Wormhole (discard doorway).
SPACE-TIME PORTAL *VP	main	34VP	VP	Virtual_Promo	34 VP	DOORWAY									[VP]						Seeds or plays on table. Your [AU] cards may seed and play (one per turn). At any time, you may discard this doorway from table to download Alternate Universe Door OR nullify Temporal Rift OR play as a second Wormhole interrupt OR return one of your ships in play, and all cards on it, to owners' hands OR (once per game) allow one [AU] ship to report with crew (each must be [AU]) at any location.
THE GUARDIAN OF FOREVER *VP	main	36VP	VP	Virtual_Promo	36 VP	DOORWAY									[VP]						Plays on planet Gateway (limit one). Once per turn, one or more personnel present may time travel to a time location in this quadrant, or may return here from there (with any of owner's other personnel present). OR Plays once each turn to nullify any card that is closing Guardian, or to draw up to four cards if your Archaeology or Anthropology personnel just time traveled back to Guardian; place doorway out-of-play.
Friction	main	23VP_Friction	VP	Virtual_Promo	23 VP	EVENT									[VP]						Plays on table if you control three [Dom] personnel. Each non-Jem'Hadar personnel enters play stopped.
Getting Under Your Skin	main	24VP_GUYS	VP	Virtual_Promo	24 VP	EVENT									[VP]						Plays on table if you control three [Rom] personnel. Once each turn, when you play an event on table, opponent reveals top card of deck. If it is a personnel, score 5 points. (Unique.)
Prison Compound	main	25VP_PrisonCompound	VP	Virtual_Promo	25 VP	EVENT									[VP]						Plays if you control three [Car] personnel to score points. X=the total number of ¥  on all your captives.
TEMPORAL SHIFTING *VP	main	37VP	VP	Virtual_Promo	37 VP	EVENT									[AU][VP]						Plays on a player. That player must choose to either discard three cards from hand or discard one [AU] card. If that player discards a [AU] card, he/she may draw up to four cards. Discard event.
Deep Space 9 *VP	main	38VP	VP	Virtual_Promo	38 VP	FACILITY	BAJORAN	STATION		6	34				[VP]						Seed during dilemma phase at a Bajor Region location. If commandeered by any personnel who is not Bajoran or Federation affiliation, flip card over (or add token to become Terok Nor). (Not duplicatable.)
Terok Nor *VP	main	38VPA	VP	Virtual_Promo	38* VP	FACILITY	CARDASSIAN	STATION		6	34				[VP]						Seeds at a Bajor Region location. If commandeered by any personnel who is Bajoran or Federation affiliation, flip card over. (Not duplicatable.)
Handshake *VP	main	VP6VP_Handshake	VP	Virtual_Promo	6 VP	INCIDENT									[VP]						Plays once each turn (for free) if you have played no cards this turn and have fewer in hand than opponent; they must choose to discard three cards or allow you to draw three. OR Plays to look at top five cards in any draw deck or discard pile for ten seconds; rearrange as desired. OR Plays if you have at least three other cards in hand; discard entire hand and draw seven cards. Discard incident after any use.
Tribunal of Q	main_voy	VP2VP_Tribunal-of-Q	VP	Virtual_Promo	2 VP	INCIDENT									[VP]						Seeds on table. You may download [Ref] cards from your discard pile. While you are downloading or playing a [Ref] card, you may ignore any effect and no action may suspend play. In place of a card draw you may download a [Ref] card (once per game per card title) OR Q the Referee (limit once every turn). At the start of the first turn, if it is not your turn, you may download a [Ref] card.
HQ: SECURE HOMEWORLD *VP	main	39VP	VP	Virtual_Promo	39 VP	OBJECTIVE									[VP]						Seeds or plays on a homeworld. Your Away Teams which include a personnel who matches homeworld's affiliation may attempt the mission using these requirements: Leadership x2 + SECURITY + (Honor OR Treachery) + any one attribute total > point value of mission. When you solve mission, capture all opposing personnel on planet who do not match affiliation of homeworld.
% Founder Architect	main	28VP_FounderArchitect	VP	Virtual_Promo	28 VP	PERSONNEL	DOMINION	V.I.P.	5+X	5+X	5+X				[VP][GQ]	(CMD)	Changeling			The Great Link	V.I.P. * While attempting a mission, X=number of different events in play. * Astrophysics * Law
Agent Garak *VP	main	40VP	VP	Virtual_Promo	40 VP	PERSONNEL	FEDERATION/CARDASSIAN	CIVILIAN	5	9	7				[VP]	(STF)	Cardassian				CIVILIAN * SECURITY * Treachery * Anthropology * Computer Skill x2 \DL/ Any Garak (discards this one)
Antaak *VP	main	9VP_Antaak	VP	Virtual_Promo	9 VP	PERSONNEL	KLINGON	MEDICAL	8	7	6				[22][AU][Stf]		Klingon 				MEDICAL * MEDICAL * SCIENCE * Honor * Exobiology \DL/ Any Targ \DL/ maH nIv
Captain Nog *VP	main	41VP	VP	Virtual_Promo	41 VP	PERSONNEL	FEDERATION/FERENGI	OFFICER	8	8	5				[AU][VP]	(CMD)	Ferengi		U.S.S. Defiant		OFFICER * ENGINEER * Diplomacy * Honor * Physics \DL/ Ready Room Door
Data *VP	main	31VP_Data	VP	Virtual_Promo	31 VP	PERSONNEL	ROMULAN	ENGINEER	8	12	12				[VP]	(CMD)	Android	Data	U.S.S. Sutherland		MEDICAL * Computer Skill * Exobiology * Transporter Skill * Cannot be killed by dilemmas (stopped instead).
Dukat *VP	main	29VP_Dukat	VP	Virtual_Promo	29 VP	PERSONNEL	NON-ALIGNED	CIVILIAN	2	9	9				[VP]	(CMD)	Cardassian	Dukat	Groumall, Naprem, Prakesh		CIVILIAN * Once per turn, may place two non-[Ref]Êcards from any one discard pile out of play.Ê*ÊTreachery x2Ê*ÊTransporter SkillÊ\DL/ÊKosst Amojan
George and Gracie *VP	main	42VP	VP	Virtual_Promo	42 VP	PERSONNEL	NEUTRAL	ANIMAL+ANIMAL	6+6	3+3	3+3	15			[AU][VP]		Humpback Whale				George: ANIMAL * Nullifies  The Whale Probe at this location.  Gracie: ANIMAL * Worth points while on Earth.  --- May enter play only at Cetacean Institute.
Jean-Luc Picard *VP	main	7VP_Jean-Luc Picard	VP	Virtual_Promo	7 VP	PERSONNEL	FEDERATION	OFFICER	8	8	7				(Cmd)[Com][Nav][Def][VP]		Human	Jean-Luc Picard	U.S.S. Enterprise, U.S.S. Stargazer, U.S.S Enterprice *CoC		OFFICER * Leadership x2 * Archaeology * Navigation * While on your ship, WEAPONS and SHIELDS +4 against [Borg].
Malik	main	30VP_Malik	VP	Virtual_Promo	30 VP	PERSONNEL	NON-ALIGNED	SECURITY	2	9	9				[AU][VP][22]	(CMD)	Human	Malik			SECURITY *ÊLeadershipÊ*ÊOFFICERÊ*ÊTreachery x2Ê*ÊWhen stopped by a dilemma, draw a card.Ê*ÊWhen killed by a dilemma, discard your hand.
Porthos *VP	main	8VP_Porthos	V	Virtual_Promo	8 VP	PERSONNEL	NEUTRAL	ANIMAL	4	3	3				[AU][22][VP]		Dog				ANIMAL * Humans present are INTEGRITY +1. * Once every turn, may "chase" (stop) one ANIMAL present.
Rusot *VP	main	27VP_Rusot	VP	Virtual_Promo	27 VP	PERSONNEL	CARDASSIAN	OFFICER	4	6	7				[VP]	(CMD)	Cardassian	Rusot		Central Command	OFFICER * Biology * Geology * Treachery *If with Damar, gains Leadership and SECURITY.
Slar	main	VP5VP_Slar	VP	Virtual_Promo	5 VP	PERSONNEL	NON-ALIGNED	ENGINEER	2	5+X	5+X				[AU][VP][MQ][22]	(CMD)	Gorn				ENGINEER * SECURITY * Computer Skill * Physics * Treachery x2 *  X=number of [MQ] personnel present.
Solbor	main	26VP_Solbor	VP	Virtual_Promo	26 VP	PERSONNEL	BAJORAN	CIVILIAN	7	6	3				[VP]		Bajoran	Solbor			CIVILIAN * Anthropology * Honor * Exobiology * Once per mission, scores 5 points if your Vedek, Prylar, or Kai helps solve a mission where present.
The Viceroy	main	32VP_TheViceroy	VP	Virtual_Promo	32 VP	PERSONNEL	ROMULAN	MEDICAL	4	7	8				[VP]	(CMD)	Reman			Office of the Proconsul	MEDICAL * Diplomacy * Empathy * Treachery * Biology * When an opponent plays an event, you may discard a card to download an event to hand.
Rotation Damage Marker (DS9)	main	VP13VP_DS9-RDM	VP	Virtual_Promo	13 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50% 
Rotation Damage Marker (ENT)	main	VP10VP_ENT-RDM	VP	Virtual_Promo	10 VP	Rotation Damage Marker			*						[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50% 
Rotation Damage Marker (MOV I)	main	VP15VP_TMP-RDM	VP	Virtual_Promo	15 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50% 
Rotation Damage Marker (MOV II)	main	VP16VP_TWoK-RDM	VP	Virtual_Promo	16 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50% 
Rotation Damage Marker (MOV VII)	main	VP17VP_GEN-RDM	VP	Virtual_Promo	17 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50% 
Rotation Damage Marker (MOV VIII)	main	VP18VP_FC-RDM	VP	Virtual_Promo	18 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50% 
Rotation Damage Marker (TNG)	main	VP12VP_TNG-RDM	VP	Virtual_Promo	12 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50% 
Rotation Damage Marker (TOS)	main	VP11VP_TOS-RDM	VP	Virtual_Promo	11 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50% 
